ts,lane,path,level,step,idx,totalInSession,sinceBlockSec,targetRate,predictedTrip,status,class,ms,bytes,retryAfter,blocked,err
2026-08-01T02:15:03.702Z,rate_ladder,/faq,,≈2 запроса/с,16,,,,,200,ok,276,33105,,,
2026-08-01T02:15:04.181Z,rate_ladder,/faq,,≈2 запроса/с,17,,,,,200,ok,255,33105,,,
2026-08-01T02:15:04.637Z,rate_ladder,/faq,,≈2 запроса/с,18,,,,,200,ok,261,33105,,,
2026-08-01T02:15:05.100Z,rate_ladder,/faq,,≈2 запроса/с,19,,,,,200,ok,268,33105,,,
2026-08-01T02:15:05.570Z,rate_ladder,/faq,,≈2 запроса/с,20,,,,,200,ok,268,33105,,,
2026-08-01T02:15:06.039Z,rate_ladder,/faq,,≈2 запроса/с,21,,,,,200,ok,211,33105,,,
2026-08-01T02:15:06.451Z,rate_ladder,/faq,,≈2 запроса/с,22,,,,,200,ok,163,33105,,,
2026-08-01T02:15:06.816Z,rate_ladder,/faq,,≈2 запроса/с,23,,,,,200,ok,235,33105,,,
2026-08-01T02:15:07.252Z,rate_ladder,/faq,,≈2 запроса/с,24,,,,,200,ok,249,33105,,,
2026-08-01T02:15:07.703Z,rate_ladder,/faq,,≈2 запроса/с,25,,,,,200,ok,246,33105,,,
2026-08-01T02:15:08.151Z,rate_ladder,/faq,,≈2 запроса/с,26,,,,,200,ok,188,33105,,,
2026-08-01T02:15:08.541Z,rate_ladder,/faq,,≈2 запроса/с,27,,,,,200,ok,177,33105,,,
2026-08-01T02:15:08.920Z,rate_ladder,/faq,,≈2 запроса/с,28,,,,,200,ok,245,33105,,,
2026-08-01T02:15:09.368Z,rate_ladder,/faq,,≈2 запроса/с,29,,,,,200,ok,258,33105,,,
2026-08-01T02:15:09.826Z,rate_ladder,/faq,,≈2 запроса/с,30,,,,,200,ok,270,33105,,,
2026-08-01T02:15:10.298Z,rate_ladder,/faq,,≈2 запроса/с,31,,,,,200,ok,286,33105,,,
2026-08-01T02:15:10.786Z,rate_ladder,/faq,,≈2 запроса/с,32,,,,,200,ok,342,33105,,,
2026-08-01T02:15:11.330Z,rate_ladder,/faq,,≈2 запроса/с,33,,,,,200,ok,273,33105,,,
2026-08-01T02:15:11.808Z,rate_ladder,/faq,,≈2 запроса/с,34,,,,,200,ok,398,33105,,,
2026-08-01T02:15:12.407Z,rate_ladder,/faq,,≈2 запроса/с,35,,,,,200,ok,227,33105,,,
2026-08-01T02:15:12.835Z,rate_ladder,/faq,,≈2 запроса/с,36,,,,,200,ok,217,33105,,,
2026-08-01T02:15:13.254Z,rate_ladder,/faq,,≈2 запроса/с,37,,,,,200,ok,163,33105,,,
2026-08-01T02:15:13.618Z,rate_ladder,/faq,,≈2 запроса/с,38,,,,,200,ok,228,33105,,,
2026-08-01T02:15:14.048Z,rate_ladder,/faq,,≈2 запроса/с,39,,,,,200,ok,233,33105,,,
2026-08-01T02:15:14.484Z,rate_ladder,/faq,,≈2 запроса/с,40,,,,,200,ok,231,33105,,,
2026-08-01T02:15:14.917Z,rate_ladder,/faq,,≈2 запроса/с,41,,,,,200,ok,198,33105,,,
2026-08-01T02:15:15.316Z,rate_ladder,/faq,,≈2 запроса/с,42,,,,,200,ok,536,33105,,,
2026-08-01T02:15:16.054Z,rate_ladder,/faq,,≈2 запроса/с,43,,,,,200,ok,254,33105,,,
2026-08-01T02:15:16.512Z,rate_ladder,/faq,,≈2 запроса/с,44,,,,,200,ok,219,33105,,,
2026-08-01T02:15:16.932Z,rate_ladder,/faq,,≈2 запроса/с,45,,,,,200,ok,182,33105,,,
2026-08-01T02:15:17.315Z,rate_ladder,/faq,,≈2 запроса/с,46,,,,,200,ok,256,33105,,,
2026-08-01T02:15:17.772Z,rate_ladder,/faq,,≈2 запроса/с,47,,,,,200,ok,264,33105,,,
2026-08-01T02:15:18.238Z,rate_ladder,/faq,,≈2 запроса/с,48,,,,,200,ok,255,33105,,,
2026-08-01T02:15:18.694Z,rate_ladder,/faq,,≈2 запроса/с,49,,,,,200,ok,256,33105,,,
2026-08-01T02:15:19.153Z,rate_ladder,/faq,,≈2 запроса/с,50,,,,,200,ok,217,33105,,,
2026-08-01T02:15:19.572Z,rate_ladder,/faq,,≈2 запроса/с,51,,,,,200,ok,177,33105,,,
2026-08-01T02:15:19.951Z,rate_ladder,/faq,,≈2 запроса/с,52,,,,,200,ok,282,33105,,,
2026-08-01T02:15:20.434Z,rate_ladder,/faq,,≈2 запроса/с,53,,,,,200,ok,263,33105,,,
2026-08-01T02:15:20.899Z,rate_ladder,/faq,,≈2 запроса/с,54,,,,,200,ok,293,33105,,,
2026-08-01T02:15:21.394Z,rate_ladder,/faq,,≈2 запроса/с,55,,,,,200,ok,257,33105,,,
2026-08-01T02:15:21.852Z,rate_ladder,/faq,,≈2 запроса/с,56,,,,,200,ok,270,33105,,,
2026-08-01T02:15:22.324Z,rate_ladder,/faq,,≈2 запроса/с,57,,,,,200,ok,257,33105,,,
2026-08-01T02:15:22.783Z,rate_ladder,/faq,,≈2 запроса/с,58,,,,,200,ok,184,33105,,,
2026-08-01T02:15:23.169Z,rate_ladder,/faq,,≈2 запроса/с,59,,,,,200,ok,226,33105,,,
2026-08-01T02:15:23.597Z,rate_ladder,/faq,,≈2 запроса/с,60,,,,,200,ok,258,33105,,,
2026-08-01T02:16:09.057Z,rate_ladder,/faq,,≈3 запроса/с,1,,,,,200,ok,179,33105,,,
2026-08-01T02:16:09.268Z,rate_ladder,/faq,,≈3 запроса/с,2,,,,,200,ok,178,33105,,,
2026-08-01T02:16:09.478Z,rate_ladder,/faq,,≈3 запроса/с,3,,,,,200,ok,174,33105,,,
2026-08-01T02:16:09.684Z,rate_ladder,/faq,,≈3 запроса/с,4,,,,,200,ok,179,33105,,,
2026-08-01T02:16:09.895Z,rate_ladder,/faq,,≈3 запроса/с,5,,,,,200,ok,174,33105,,,
2026-08-01T02:16:10.102Z,rate_ladder,/faq,,≈3 запроса/с,6,,,,,200,ok,177,33105,,,
2026-08-01T02:16:10.311Z,rate_ladder,/faq,,≈3 запроса/с,7,,,,,200,ok,188,33105,,,
2026-08-01T02:16:10.531Z,rate_ladder,/faq,,≈3 запроса/с,8,,,,,200,ok,177,33105,,,
2026-08-01T02:16:10.740Z,rate_ladder,/faq,,≈3 запроса/с,9,,,,,200,ok,175,33105,,,
2026-08-01T02:16:10.946Z,rate_ladder,/faq,,≈3 запроса/с,10,,,,,200,ok,183,33105,,,
2026-08-01T02:16:11.161Z,rate_ladder,/faq,,≈3 запроса/с,11,,,,,200,ok,171,33105,,,
2026-08-01T02:16:11.364Z,rate_ladder,/faq,,≈3 запроса/с,12,,,,,200,ok,173,33105,,,
2026-08-01T02:16:11.568Z,rate_ladder,/faq,,≈3 запроса/с,13,,,,,200,ok,179,33105,,,
2026-08-01T02:16:11.779Z,rate_ladder,/faq,,≈3 запроса/с,14,,,,,200,ok,176,33105,,,
2026-08-01T02:16:11.986Z,rate_ladder,/faq,,≈3 запроса/с,15,,,,,200,ok,176,33105,,,
2026-08-01T02:16:12.194Z,rate_ladder,/faq,,≈3 запроса/с,16,,,,,200,ok,250,33105,,,
2026-08-01T02:16:12.475Z,rate_ladder,/faq,,≈3 запроса/с,17,,,,,200,ok,178,33105,,,
2026-08-01T02:16:12.683Z,rate_ladder,/faq,,≈3 запроса/с,18,,,,,200,ok,175,33105,,,
2026-08-01T02:16:12.890Z,rate_ladder,/faq,,≈3 запроса/с,19,,,,,200,ok,176,33105,,,
2026-08-01T02:16:13.098Z,rate_ladder,/faq,,≈3 запроса/с,20,,,,,200,ok,175,33105,,,
2026-08-01T02:16:13.305Z,rate_ladder,/faq,,≈3 запроса/с,21,,,,,200,ok,167,33105,,,
2026-08-01T02:16:13.503Z,rate_ladder,/faq,,≈3 запроса/с,22,,,,,200,ok,176,33105,,,
2026-08-01T02:16:13.710Z,rate_ladder,/faq,,≈3 запроса/с,23,,,,,200,ok,164,33105,,,
2026-08-01T02:16:13.906Z,rate_ladder,/faq,,≈3 запроса/с,24,,,,,200,ok,172,33105,,,
2026-08-01T02:16:14.111Z,rate_ladder,/faq,,≈3 запроса/с,25,,,,,200,ok,169,33105,,,
2026-08-01T02:16:14.312Z,rate_ladder,/faq,,≈3 запроса/с,26,,,,,200,ok,173,33105,,,
2026-08-01T02:16:14.516Z,rate_ladder,/faq,,≈3 запроса/с,27,,,,,200,ok,175,33105,,,
2026-08-01T02:16:14.722Z,rate_ladder,/faq,,≈3 запроса/с,28,,,,,200,ok,174,33105,,,
2026-08-01T02:16:14.928Z,rate_ladder,/faq,,≈3 запроса/с,29,,,,,200,ok,166,33105,,,
2026-08-01T02:16:15.125Z,rate_ladder,/faq,,≈3 запроса/с,30,,,,,200,ok,174,33105,,,
2026-08-01T02:16:15.331Z,rate_ladder,/faq,,≈3 запроса/с,31,,,,,200,ok,172,33105,,,
2026-08-01T02:16:15.534Z,rate_ladder,/faq,,≈3 запроса/с,32,,,,,200,ok,177,33105,,,
2026-08-01T02:16:15.742Z,rate_ladder,/faq,,≈3 запроса/с,33,,,,,200,ok,172,33105,,,
2026-08-01T02:16:15.946Z,rate_ladder,/faq,,≈3 запроса/с,34,,,,,200,ok,183,33105,,,
2026-08-01T02:16:16.161Z,rate_ladder,/faq,,≈3 запроса/с,35,,,,,200,ok,178,33105,,,
2026-08-01T02:16:16.371Z,rate_ladder,/faq,,≈3 запроса/с,36,,,,,200,ok,173,33105,,,
2026-08-01T02:16:16.577Z,rate_ladder,/faq,,≈3 запроса/с,37,,,,,200,ok,173,33105,,,
2026-08-01T02:16:16.782Z,rate_ladder,/faq,,≈3 запроса/с,38,,,,,200,ok,175,33105,,,
2026-08-01T02:16:16.988Z,rate_ladder,/faq,,≈3 запроса/с,39,,,,,200,ok,174,33105,,,
2026-08-01T02:16:17.193Z,rate_ladder,/faq,,≈3 запроса/с,40,,,,,200,ok,176,33105,,,
2026-08-01T02:16:17.401Z,rate_ladder,/faq,,≈3 запроса/с,41,,,,,200,ok,180,33105,,,
2026-08-01T02:16:17.613Z,rate_ladder,/faq,,≈3 запроса/с,42,,,,,200,ok,174,33105,,,
2026-08-01T02:16:17.819Z,rate_ladder,/faq,,≈3 запроса/с,43,,,,,200,ok,172,33105,,,
2026-08-01T02:16:18.023Z,rate_ladder,/faq,,≈3 запроса/с,44,,,,,429,rate_limited,115,580,,,
2026-08-01T02:16:23.140Z,recovery_precise,/faq,,,1,,5,,,200,ok,180,,,,
2026-08-01T02:17:38.209Z,confirm_model,/faq,,,1,,,3,60,200,ok,370,,,,
2026-08-01T02:17:38.580Z,confirm_model,/faq,,,2,,,3,60,200,ok,166,,,,
2026-08-01T02:17:38.876Z,confirm_model,/faq,,,3,,,3,60,200,ok,172,,,,
2026-08-01T02:17:39.209Z,confirm_model,/faq,,,4,,,3,60,200,ok,169,,,,
2026-08-01T02:17:39.543Z,confirm_model,/faq,,,5,,,3,60,200,ok,180,,,,
2026-08-01T02:17:39.875Z,confirm_model,/faq,,,6,,,3,60,200,ok,166,,,,
2026-08-01T02:17:40.210Z,confirm_model,/faq,,,7,,,3,60,200,ok,169,,,,
2026-08-01T02:17:40.541Z,confirm_model,/faq,,,8,,,3,60,200,ok,175,,,,
2026-08-01T02:17:40.875Z,confirm_model,/faq,,,9,,,3,60,200,ok,227,,,,
2026-08-01T02:17:41.210Z,confirm_model,/faq,,,10,,,3,60,200,ok,171,,,,
2026-08-01T02:17:41.542Z,confirm_model,/faq,,,11,,,3,60,200,ok,167,,,,
2026-08-01T02:17:41.876Z,confirm_model,/faq,,,12,,,3,60,200,ok,180,,,,
2026-08-01T02:17:42.210Z,confirm_model,/faq,,,13,,,3,60,200,ok,158,,,,
2026-08-01T02:17:42.542Z,confirm_model,/faq,,,14,,,3,60,200,ok,164,,,,
2026-08-01T02:17:42.875Z,confirm_model,/faq,,,15,,,3,60,200,ok,213,,,,
2026-08-01T02:17:43.209Z,confirm_model,/faq,,,16,,,3,60,200,ok,171,,,,
2026-08-01T02:17:43.542Z,confirm_model,/faq,,,17,,,3,60,200,ok,162,,,,
2026-08-01T02:17:43.875Z,confirm_model,/faq,,,18,,,3,60,200,ok,171,,,,
2026-08-01T02:17:44.210Z,confirm_model,/faq,,,19,,,3,60,200,ok,169,,,,
2026-08-01T02:17:44.542Z,confirm_model,/faq,,,20,,,3,60,200,ok,164,,,,
2026-08-01T02:17:44.874Z,confirm_model,/faq,,,21,,,3,60,200,ok,177,,,,
2026-08-01T02:17:45.208Z,confirm_model,/faq,,,22,,,3,60,200,ok,164,,,,
2026-08-01T02:17:45.542Z,confirm_model,/faq,,,23,,,3,60,200,ok,171,,,,
2026-08-01T02:17:45.874Z,confirm_model,/faq,,,24,,,3,60,200,ok,167,,,,
2026-08-01T02:17:46.209Z,confirm_model,/faq,,,25,,,3,60,200,ok,161,,,,
2026-08-01T02:17:46.540Z,confirm_model,/faq,,,26,,,3,60,200,ok,165,,,,
2026-08-01T02:17:46.875Z,confirm_model,/faq,,,27,,,3,60,200,ok,164,,,,
2026-08-01T02:17:47.209Z,confirm_model,/faq,,,28,,,3,60,200,ok,169,,,,
2026-08-01T02:17:47.542Z,confirm_model,/faq,,,29,,,3,60,200,ok,171,,,,
2026-08-01T02:17:47.875Z,confirm_model,/faq,,,30,,,3,60,200,ok,166,,,,
2026-08-01T02:17:48.209Z,confirm_model,/faq,,,31,,,3,60,200,ok,173,,,,
2026-08-01T02:17:48.541Z,confirm_model,/faq,,,32,,,3,60,200,ok,161,,,,
2026-08-01T02:17:48.875Z,confirm_model,/faq,,,33,,,3,60,200,ok,164,,,,
2026-08-01T02:17:49.210Z,confirm_model,/faq,,,34,,,3,60,200,ok,166,,,,
2026-08-01T02:17:49.543Z,confirm_model,/faq,,,35,,,3,60,200,ok,163,,,,
2026-08-01T02:17:49.875Z,confirm_model,/faq,,,36,,,3,60,200,ok,168,,,,
2026-08-01T02:17:50.209Z,confirm_model,/faq,,,37,,,3,60,200,ok,164,,,,
2026-08-01T02:17:50.541Z,confirm_model,/faq,,,38,,,3,60,200,ok,301,,,,
2026-08-01T02:17:50.875Z,confirm_model,/faq,,,39,,,3,60,200,ok,222,,,,
2026-08-01T02:17:51.210Z,confirm_model,/faq,,,40,,,3,60,200,ok,161,,,,
2026-08-01T02:17:51.542Z,confirm_model,/faq,,,41,,,3,60,200,ok,169,,,,
2026-08-01T02:17:51.875Z,confirm_model,/faq,,,42,,,3,60,200,ok,165,,,,
2026-08-01T02:17:52.209Z,confirm_model,/faq,,,43,,,3,60,200,ok,162,,,,
2026-08-01T02:17:52.543Z,confirm_model,/faq,,,44,,,3,60,200,ok,168,,,,
2026-08-01T02:17:52.876Z,confirm_model,/faq,,,45,,,3,60,200,ok,161,,,,
2026-08-01T02:17:53.208Z,confirm_model,/faq,,,46,,,3,60,200,ok,169,,,,
2026-08-01T02:17:53.542Z,confirm_model,/faq,,,47,,,3,60,200,ok,167,,,,
2026-08-01T02:17:53.875Z,confirm_model,/faq,,,48,,,3,60,200,ok,167,,,,
2026-08-01T02:17:54.209Z,confirm_model,/faq,,,49,,,3,60,200,ok,168,,,,
2026-08-01T02:17:54.541Z,confirm_model,/faq,,,50,,,3,60,200,ok,163,,,,
2026-08-01T02:17:54.876Z,confirm_model,/faq,,,51,,,3,60,200,ok,169,,,,
2026-08-01T02:17:55.209Z,confirm_model,/faq,,,52,,,3,60,200,ok,159,,,,
2026-08-01T02:17:55.543Z,confirm_model,/faq,,,53,,,3,60,200,ok,166,,,,
2026-08-01T02:17:55.874Z,confirm_model,/faq,,,54,,,3,60,200,ok,160,,,,
2026-08-01T02:17:56.210Z,confirm_model,/faq,,,55,,,3,60,200,ok,168,,,,
2026-08-01T02:17:56.540Z,confirm_model,/faq,,,56,,,3,60,200,ok,164,,,,
2026-08-01T02:17:56.875Z,confirm_model,/faq,,,57,,,3,60,429,rate_limited,119,,,,
