ts,lane,transport,nav,page,path,cat,robots,authUsed,headless,method,status,class,ms,ttfb,domMs,bytes,subFailed,httpErrors,consoleErrors,retryAfter,redirect,note,err
2026-07-30T21:03:40.909Z,http_user_slow,http,,auctions,/auctions,каталог карт,True,True,,,200,login_wall,478,,,90696,,,,,,,
2026-07-30T21:03:48.044Z,http_user_slow,http,,decks,/decks,каталог карт,False,True,,,200,login_wall,458,,,71485,,,,,,,
2026-07-30T21:03:55.393Z,http_user_slow,http,,collections,/collections,каталог карт,False,True,,,200,login_wall,823,,,148471,,,,,,,
2026-07-30T21:04:02.731Z,http_user_slow,http,,feed,/feed,соцраздел,False,True,,,200,login_wall,454,,,31906,,,,,,,
2026-07-30T21:04:11.064Z,http_user_slow,http,,rating,/rating,соцраздел,False,True,,,200,login_wall,485,,,166805,,,,,,,
2026-07-30T21:04:18.883Z,http_user_slow,http,,clubs,/clubs,соцраздел,False,True,,,200,login_wall,484,,,76273,,,,,,,
2026-07-30T21:04:26.898Z,http_user_slow,http,,alliances,/alliances,соцраздел,True,True,,,200,login_wall,484,,,53047,,,,,,,
2026-07-30T21:04:35.177Z,http_user_slow,http,,quiz,/quiz,игровое,True,True,,,200,login_wall,2000,,,207868,,,,,,,
2026-07-30T21:04:41.594Z,http_user_slow,http,,battle,/battle,игровое,True,True,,,200,login_wall,478,,,67766,,,,,,,
2026-07-30T21:04:47.799Z,http_user_slow,http,,mine,/mine,игровое,True,True,,,200,ok,272,,,12168,,,,,,,
2026-07-30T21:04:56.095Z,http_user_slow,http,,ascension,/ascension,игровое,True,True,,,200,login_wall,476,,,188963,,,,,,,
2026-07-30T21:05:01.983Z,http_user_slow,http,,animators,/animators,игровое,True,True,,,200,login_wall,526,,,49614,,,,,,,
2026-07-30T21:05:07.584Z,http_user_slow,http,,home,/,контент,True,True,,,200,login_wall,567,,,196482,,,,,,,
2026-07-30T21:05:13.254Z,http_user_slow,http,,manga_catalog,/manga,контент,True,True,,,200,login_wall,560,,,89015,,,,,,,
2026-07-30T21:05:21.652Z,http_user_slow,http,,updates,/updates,контент,True,True,,,200,login_wall,472,,,61930,,,,,,,
2026-07-30T21:05:30.063Z,http_user_slow,http,,types_manga_2025,/types/manga/2025,контент,True,True,,,200,login_wall,544,,,58319,,,,,,,
2026-07-30T21:05:36.295Z,http_user_slow,http,,types_manxva,/types/manxva,контент,True,True,,,200,login_wall,526,,,53904,,,,,,,
2026-07-30T21:05:41.925Z,http_user_slow,http,,faq,/faq,статика,True,True,,,200,login_wall,464,,,33083,,,,,,,
2026-07-30T21:05:50.434Z,http_user_slow,http,,terms,/terms,статика,True,True,,,200,login_wall,456,,,61044,,,,,,,
2026-07-30T21:05:57.351Z,http_user_slow,http,,robots_txt,/robots.txt,контроль,True,True,,,200,ok,252,,,433,,,,,,,
2026-07-30T21:06:05.479Z,http_user_slow,http,,not_found,/__baryga_probe_404__,контроль,True,True,,,404,not_found,274,,,1517,,,,,,,
2026-07-30T21:25:46.920Z,br_headless_user,browser,goto,trades_in,/trades,обмены,True,True,True,,200,login_wall,10248,6086,10188,36176,0,0,0,,,,
2026-07-30T21:25:59.072Z,br_headless_user,browser,reload,trades_in,/trades,обмены,True,True,True,,200,login_wall,567,409,481,35179,4,0,0,,,,
2026-07-30T21:26:10.182Z,br_headless_user,browser,goto,trades_out,/trades/offers,обмены,True,True,True,,200,login_wall,1351,1217,1289,32801,1,0,0,,,,
2026-07-30T21:26:12.697Z,br_headless_user,browser,reload,trades_out,/trades/offers,обмены,True,True,True,,200,login_wall,432,303,379,32147,2,0,0,,,,
2026-07-30T21:26:25.479Z,br_headless_user,browser,goto,trades_history,/trades/history,обмены,True,True,True,,200,login_wall,609,474,542,51651,1,0,0,,,,
2026-07-30T21:26:32.500Z,br_headless_user,browser,goto,trade_detail,/trades/79211797,обмены,True,True,True,,200,login_wall,672,528,588,36007,1,0,0,,,,
2026-07-30T21:26:39.929Z,br_headless_user,browser,goto,notifications,/notifications,уведомления,True,True,True,,200,login_wall,603,452,520,34329,1,0,0,,,,
2026-07-30T21:26:42.199Z,br_headless_user,browser,reload,notifications,/notifications,уведомления,True,True,True,,200,login_wall,595,443,511,33675,2,0,0,,,,
2026-07-30T21:26:54.165Z,br_headless_user,browser,goto,messages,/messages,уведомления,True,True,True,,200,login_wall,586,441,502,33607,1,0,0,,,,
2026-07-30T21:27:02.561Z,br_headless_user,browser,goto,card_want,/cards/2530/offers/want,заявки,False,True,True,,200,ok,621,460,535,74537,1,0,0,,,,
2026-07-30T21:27:08.331Z,br_headless_user,browser,goto,card_users,/cards/2530/users,заявки,False,True,True,,200,ok,741,545,656,129975,2,0,0,,,,
2026-07-30T21:27:16.365Z,br_headless_user,browser,goto,my_cards,/users/1340879/cards,мои карты,False,True,True,,200,ok,607,467,524,64423,1,0,0,,,,
2026-07-30T21:27:18.182Z,br_headless_user,browser,reload,my_cards,/users/1340879/cards,мои карты,False,True,True,,200,ok,438,302,359,63856,2,0,0,,,,
2026-07-30T21:27:27.929Z,br_headless_user,browser,goto,my_profile,/users/1340879,мои карты,False,True,True,,200,ok,2578,498,2497,613961,1,0,0,,,,
2026-07-30T21:27:37.146Z,br_headless_user,browser,goto,my_friends,/users/1340879/friends,мои карты,False,True,True,,200,login_wall,588,448,510,35987,1,0,0,,,,
2026-07-30T21:27:42.818Z,br_headless_user,browser,goto,settings,/settings,аккаунт,True,True,True,,200,login_wall,594,447,510,52980,2,0,0,,,,
2026-07-30T21:27:48.116Z,br_headless_user,browser,goto,balance,/balance,аккаунт,True,True,True,,200,ok,595,447,512,78751,2,0,0,,,,
2026-07-30T21:27:53.481Z,br_headless_user,browser,goto,cards_catalog,/cards,каталог карт,False,True,True,,200,ok,701,554,620,103666,2,0,0,,,,
2026-07-30T21:27:55.751Z,br_headless_user,browser,reload,cards_catalog,/cards,каталог карт,False,True,True,,200,ok,1083,948,1014,103094,39,0,0,,,,
2026-07-30T21:28:08.518Z,br_headless_user,browser,goto,cards_remelt,/cards/remelt,каталог карт,False,True,True,,200,login_wall,599,454,517,39441,1,0,0,,,,
2026-07-30T21:28:16.240Z,br_headless_user,browser,goto,cards_upgrade,/cards/upgrade,каталог карт,False,True,True,,200,login_wall,599,454,514,38819,3,0,0,,,,
2026-07-30T21:28:23.633Z,br_headless_user,browser,goto,cards_frame,/cards/frame,каталог карт,False,True,True,,200,ok,586,438,504,54018,1,0,0,,,,
2026-07-30T21:28:30.875Z,br_headless_user,browser,goto,market,/market,каталог карт,False,True,True,,200,ok,587,441,504,64484,1,0,0,,,,
2026-07-30T21:28:39.855Z,br_headless_user,browser,goto,auctions,/auctions,каталог карт,True,True,True,,200,ok,656,495,572,90275,1,0,0,,,,
2026-07-30T21:28:46.462Z,br_headless_user,browser,goto,decks,/decks,каталог карт,False,True,True,,200,ok,604,453,522,66900,1,0,0,,,,
2026-07-30T21:28:53.188Z,br_headless_user,browser,goto,collections,/collections,каталог карт,False,True,True,,200,ok,968,798,883,149836,1,0,0,,,,
2026-07-30T21:29:00.965Z,br_headless_user,browser,goto,feed,/feed,соцраздел,False,True,True,,200,login_wall,838,702,758,32052,10,0,0,,,,
2026-07-30T21:29:08.751Z,br_headless_user,browser,goto,rating,/rating,соцраздел,False,True,True,,200,ok,648,461,566,165112,1,0,0,,,,
2026-07-30T21:29:15.588Z,br_headless_user,browser,goto,clubs,/clubs,соцраздел,False,True,True,,200,ok,1821,1666,1742,76040,61,0,0,,,,
2026-07-30T21:29:23.537Z,br_headless_user,browser,goto,alliances,/alliances,соцраздел,True,True,True,,200,ok,619,454,536,53800,1,0,0,,,,
2026-07-30T21:29:29.212Z,br_headless_user,browser,goto,quiz,/quiz,игровое,True,True,True,,200,ok,2300,2130,2219,194092,2,0,0,,,,
2026-07-30T21:29:39.729Z,br_headless_user,browser,goto,battle,/battle,игровое,True,True,True,,200,ok,643,488,561,65202,1,0,0,,,,
2026-07-30T21:29:47.044Z,br_headless_user,browser,goto,mine,/mine,игровое,True,True,True,,200,ok,2289,270,2208,16712,1,0,0,,,,
2026-07-30T21:29:55.061Z,br_headless_user,browser,goto,ascension,/ascension,игровое,True,True,True,,200,ok,616,461,535,157188,0,0,0,,,,
2026-07-30T21:30:02.902Z,br_headless_user,browser,goto,animators,/animators,игровое,True,True,True,,200,login_wall,662,497,574,49463,1,0,0,,,,
2026-07-30T21:30:09.290Z,br_headless_user,browser,goto,home,/,контент,True,True,True,,200,ok,1775,843,1688,217473,2,0,0,,,,
2026-07-30T21:30:12.871Z,br_headless_user,browser,reload,home,/,контент,True,True,True,,200,ok,588,382,510,217339,137,0,0,,,,
2026-07-30T21:30:23.384Z,br_headless_user,browser,goto,manga_catalog,/manga,контент,True,True,True,,200,ok,1147,981,1059,135062,20,0,0,,,,
2026-07-30T21:30:30.246Z,br_headless_user,browser,goto,updates,/updates,контент,True,True,True,,200,ok,597,444,513,62196,2,0,0,,,,
2026-07-30T21:30:37.338Z,br_headless_user,browser,goto,types_manga_2025,/types/manga/2025,контент,True,True,True,,200,ok,698,538,611,58465,2,0,0,,,,
2026-07-30T21:30:43.633Z,br_headless_user,browser,goto,types_manxva,/types/manxva,контент,True,True,True,,200,ok,678,519,593,55275,2,0,0,,,,
2026-07-30T21:30:48.805Z,br_headless_user,browser,goto,faq,/faq,статика,True,True,True,,200,login_wall,556,436,476,33279,3,0,0,,,,
2026-07-30T21:30:55.952Z,br_headless_user,browser,goto,terms,/terms,статика,True,True,True,,200,ok,612,442,511,61195,1,0,0,,,,
2026-07-30T21:31:04.988Z,br_headless_user,browser,goto,robots_txt,/robots.txt,контроль,True,True,True,,200,ok,340,236,252,596,1,0,0,,,,
2026-07-30T21:31:10.642Z,br_headless_user,browser,goto,not_found,/__baryga_probe_404__,контроль,True,True,True,,404,not_found,358,262,274,1510,0,1,1,,,,
2026-07-30T21:32:25.490Z,br_headless_bot,browser,goto,trades_in,/trades,обмены,True,True,True,,200,login_wall,4200,1702,4147,34353,0,0,0,,,,
2026-07-30T21:32:29.710Z,br_headless_bot,browser,reload,trades_in,/trades,обмены,True,True,True,,200,login_wall,410,303,356,36168,12,0,0,,,,
2026-07-30T21:32:32.404Z,br_headless_bot,browser,goto,trades_out,/trades/offers,обмены,True,True,True,,200,login_wall,597,450,513,32801,2,0,0,,,,
2026-07-30T21:32:33.047Z,br_headless_bot,browser,reload,trades_out,/trades/offers,обмены,True,True,True,,200,login_wall,546,434,490,32147,2,0,0,,,,
2026-07-30T21:32:35.550Z,br_headless_bot,browser,goto,trades_history,/trades/history,обмены,True,True,True,,200,login_wall,623,473,535,51651,2,0,0,,,,
2026-07-30T21:32:37.356Z,br_headless_bot,browser,goto,trade_detail,/trades/79211797,обмены,True,True,True,,200,login_wall,785,667,727,36007,22,0,0,,,,
2026-07-30T21:32:39.329Z,br_headless_bot,browser,goto,notifications,/notifications,уведомления,True,True,True,,200,login_wall,430,292,345,34329,2,0,0,,,,
2026-07-30T21:32:39.795Z,br_headless_bot,browser,reload,notifications,/notifications,уведомления,True,True,True,,200,login_wall,398,303,346,33675,2,0,0,,,,
2026-07-30T21:32:41.802Z,br_headless_bot,browser,goto,messages,/messages,уведомления,True,True,True,,200,login_wall,566,451,511,33607,2,0,0,,,,
2026-07-30T21:32:43.239Z,br_headless_bot,browser,goto,card_want,/cards/2530/offers/want,заявки,False,True,True,,200,ok,684,529,602,74567,2,0,0,,,,
2026-07-30T21:32:45.047Z,br_headless_bot,browser,goto,card_users,/cards/2530/users,заявки,False,True,True,,200,ok,664,479,582,130071,25,0,0,,,,
2026-07-30T21:32:46.397Z,br_headless_bot,browser,goto,my_cards,/users/1340879/cards,мои карты,False,True,True,,200,ok,1932,1814,1871,64423,61,0,0,,,,
2026-07-30T21:32:48.368Z,br_headless_bot,browser,reload,my_cards,/users/1340879/cards,мои карты,False,True,True,,200,ok,1150,700,1096,63769,18,0,0,,,,
2026-07-30T21:32:51.264Z,br_headless_bot,browser,goto,my_profile,/users/1340879,мои карты,False,True,True,,200,ok,1060,362,983,613963,1,0,0,,,,
2026-07-30T21:32:53.247Z,br_headless_bot,browser,goto,my_friends,/users/1340879/friends,мои карты,False,True,True,,200,login_wall,445,295,359,35988,1,0,0,,,,
2026-07-30T21:32:54.629Z,br_headless_bot,browser,goto,settings,/settings,аккаунт,True,True,True,,200,login_wall,462,310,378,52980,2,0,0,,,,
2026-07-30T21:32:55.871Z,br_headless_bot,browser,goto,balance,/balance,аккаунт,True,True,True,,200,ok,621,469,533,78015,1,0,0,,,,
2026-07-30T21:32:57.735Z,br_headless_bot,browser,goto,cards_catalog,/cards,каталог карт,False,True,True,,200,ok,544,389,457,103653,1,0,0,,,,
2026-07-30T21:32:58.313Z,br_headless_bot,browser,reload,cards_catalog,/cards,каталог карт,False,True,True,,200,ok,1789,1667,1734,102999,23,0,0,,,,
2026-07-30T21:33:01.771Z,br_headless_bot,browser,goto,cards_remelt,/cards/remelt,каталог карт,False,True,True,,200,login_wall,1109,965,1028,39441,5,0,0,,,,
2026-07-30T21:33:04.132Z,br_headless_bot,browser,goto,cards_upgrade,/cards/upgrade,каталог карт,False,True,True,,200,login_wall,448,298,361,38819,1,0,0,,,,
2026-07-30T21:33:05.486Z,br_headless_bot,browser,goto,cards_frame,/cards/frame,каталог карт,False,True,True,,200,ok,448,292,360,54166,1,0,0,,,,
2026-07-30T21:33:07.088Z,br_headless_bot,browser,goto,market,/market,каталог карт,False,True,True,,200,ok,453,306,368,64464,3,4,4,,,,
2026-07-30T21:33:08.737Z,br_headless_bot,browser,goto,auctions,/auctions,каталог карт,True,True,True,,200,ok,811,645,730,93217,11,0,0,,,,
2026-07-30T21:33:10.625Z,br_headless_bot,browser,goto,decks,/decks,каталог карт,False,True,True,,200,ok,532,374,449,66091,13,0,0,,,,
2026-07-30T21:33:11.983Z,br_headless_bot,browser,goto,collections,/collections,каталог карт,False,True,True,,200,ok,2580,1754,2521,149182,24,0,0,,,,
2026-07-30T21:33:15.605Z,br_headless_bot,browser,goto,feed,/feed,соцраздел,False,True,True,,200,login_wall,979,853,913,32052,116,0,0,,,,
2026-07-30T21:33:17.542Z,br_headless_bot,browser,goto,rating,/rating,соцраздел,False,True,True,,200,ok,509,327,426,155354,2,0,0,,,,
2026-07-30T21:33:19.019Z,br_headless_bot,browser,goto,clubs,/clubs,соцраздел,False,True,True,,200,ok,2224,2059,2143,76040,65,0,0,,,,
2026-07-30T21:33:22.044Z,br_headless_bot,browser,goto,alliances,/alliances,соцраздел,True,True,True,,200,ok,742,591,668,53800,24,0,0,,,,
2026-07-30T21:33:23.715Z,br_headless_bot,browser,goto,quiz,/quiz,игровое,True,True,True,,200,ok,562,391,478,202282,24,0,0,,,,
2026-07-30T21:33:25.239Z,br_headless_bot,browser,goto,battle,/battle,игровое,True,True,True,,200,ok,1527,1378,1441,65202,28,0,0,,,,
2026-07-30T21:33:27.599Z,br_headless_bot,browser,goto,mine,/mine,игровое,True,True,True,,200,ok,2716,509,2630,16171,1,0,0,,,,
2026-07-30T21:33:31.259Z,br_headless_bot,browser,goto,ascension,/ascension,игровое,True,True,True,,200,ok,470,310,400,156854,0,0,0,,,,
2026-07-30T21:33:32.895Z,br_headless_bot,browser,goto,animators,/animators,игровое,True,True,True,,200,login_wall,706,603,645,49463,3,0,0,,,,
2026-07-30T21:33:34.663Z,br_headless_bot,browser,goto,home,/,контент,True,True,True,,200,ok,912,499,828,217532,2,0,0,,,,
2026-07-30T21:33:35.614Z,br_headless_bot,browser,reload,home,/,контент,True,True,True,,200,ok,1458,690,1405,217533,168,0,0,,,,
2026-07-30T21:33:38.726Z,br_headless_bot,browser,goto,manga_catalog,/manga,контент,True,True,True,,200,ok,738,589,663,135062,111,0,0,,,,
2026-07-30T21:33:40.557Z,br_headless_bot,browser,goto,updates,/updates,контент,True,True,True,,200,ok,442,291,360,62195,1,0,0,,,,
2026-07-30T21:33:41.926Z,br_headless_bot,browser,goto,types_manga_2025,/types/manga/2025,контент,True,True,True,,200,ok,510,377,447,58465,1,0,0,,,,
2026-07-30T21:33:43.593Z,br_headless_bot,browser,goto,types_manxva,/types/manxva,контент,True,True,True,,200,ok,539,397,459,55274,9,0,0,,,,
2026-07-30T21:33:45.104Z,br_headless_bot,browser,goto,faq,/faq,статика,True,True,True,,200,login_wall,431,286,346,33278,1,0,0,,,,
2026-07-30T21:33:46.629Z,br_headless_bot,browser,goto,terms,/terms,статика,True,True,True,,200,ok,436,284,352,61196,2,0,0,,,,
2026-07-30T21:33:47.796Z,br_headless_bot,browser,goto,robots_txt,/robots.txt,контроль,True,True,True,,200,ok,341,243,257,596,1,0,0,,,,
2026-07-30T21:33:49.207Z,br_headless_bot,browser,goto,not_found,/__baryga_probe_404__,контроль,True,True,True,,404,not_found,386,291,302,1510,0,1,1,,,,
2026-07-30T21:34:51.945Z,br_headful_user,browser,goto,trades_in,/trades,обмены,True,True,False,,200,login_wall,3786,1383,3714,34353,0,0,0,,,,
2026-07-30T21:34:57.189Z,br_headful_user,browser,reload,trades_in,/trades,обмены,True,True,False,,200,login_wall,404,278,346,34352,6,0,0,,,,
2026-07-30T21:35:07.482Z,br_headful_user,browser,goto,trades_out,/trades/offers,обмены,True,True,False,,200,login_wall,583,433,496,32801,1,0,0,,,,
2026-07-30T21:35:09.544Z,br_headful_user,browser,reload,trades_out,/trades/offers,обмены,True,True,False,,200,login_wall,552,399,468,32147,2,0,0,,,,
2026-07-30T21:35:22.903Z,br_headful_user,browser,goto,trades_history,/trades/history,обмены,True,True,False,,200,login_wall,600,442,511,51651,1,0,0,,,,
2026-07-30T21:35:28.664Z,br_headful_user,browser,goto,trade_detail,/trades/79211797,обмены,True,True,False,,200,login_wall,597,442,508,36155,2,0,0,,,,
2026-07-30T21:35:37.209Z,br_headful_user,browser,goto,notifications,/notifications,уведомления,True,True,False,,200,login_wall,589,430,501,34329,1,0,0,,,,
2026-07-30T21:35:39.651Z,br_headful_user,browser,reload,notifications,/notifications,уведомления,True,True,False,,200,login_wall,580,427,496,33675,2,0,0,,,,
2026-07-30T21:35:48.734Z,br_headful_user,browser,goto,messages,/messages,уведомления,True,True,False,,200,login_wall,597,438,507,33607,1,0,0,,,,
2026-07-30T21:35:57.552Z,br_headful_user,browser,goto,card_want,/cards/2530/offers/want,заявки,False,True,False,,200,ok,631,467,544,74595,1,0,0,,,,
2026-07-30T21:36:05.623Z,br_headful_user,browser,goto,card_users,/cards/2530/users,заявки,False,True,False,,200,ok,759,569,677,129878,1,0,0,,,,
2026-07-30T21:36:12.496Z,br_headful_user,browser,goto,my_cards,/users/1340879/cards,мои карты,False,True,False,,200,ok,639,484,551,64423,1,0,0,,,,
2026-07-30T21:36:15.058Z,br_headful_user,browser,reload,my_cards,/users/1340879/cards,мои карты,False,True,False,,200,ok,612,457,529,63871,2,0,0,,,,
2026-07-30T21:36:26.208Z,br_headful_user,browser,goto,my_profile,/users/1340879,мои карты,False,True,False,,200,ok,7240,495,7153,613307,1,0,0,,,,
2026-07-30T21:36:41.168Z,br_headful_user,browser,goto,my_friends,/users/1340879/friends,мои карты,False,True,False,,200,login_wall,740,584,652,35988,1,0,0,,,,
2026-07-30T21:36:47.830Z,br_headful_user,browser,goto,settings,/settings,аккаунт,True,True,False,,200,login_wall,594,439,509,52980,1,0,0,,,,
2026-07-30T21:36:53.452Z,br_headful_user,browser,goto,balance,/balance,аккаунт,True,True,False,,200,ok,599,438,510,78015,2,0,0,,,,
2026-07-30T21:36:59.410Z,br_headful_user,browser,goto,cards_catalog,/cards,каталог карт,False,True,False,,200,ok,660,519,575,103532,2,0,0,,,,
2026-07-30T21:37:01.730Z,br_headful_user,browser,reload,cards_catalog,/cards,каталог карт,False,True,False,,200,ok,722,564,637,102828,40,0,0,,,,
2026-07-30T21:37:09.954Z,br_headful_user,browser,goto,cards_remelt,/cards/remelt,каталог карт,False,True,False,,200,login_wall,609,449,521,39441,1,0,0,,,,
2026-07-30T21:37:17.893Z,br_headful_user,browser,goto,cards_upgrade,/cards/upgrade,каталог карт,False,True,False,,200,login_wall,708,553,619,38819,1,0,0,,,,
2026-07-30T21:37:24.323Z,br_headful_user,browser,goto,cards_frame,/cards/frame,каталог карт,False,True,False,,200,ok,593,434,507,54017,2,0,0,,,,
2026-07-30T21:37:30.551Z,br_headful_user,browser,goto,market,/market,каталог карт,False,True,False,,200,ok,593,434,506,64479,1,0,0,,,,
2026-07-30T21:37:35.568Z,br_headful_user,browser,goto,auctions,/auctions,каталог карт,True,True,False,,200,ok,629,454,539,91602,1,0,0,,,,
2026-07-30T21:37:44.349Z,br_headful_user,browser,goto,decks,/decks,каталог карт,False,True,False,,200,ok,714,549,627,66091,1,0,0,,,,
2026-07-30T21:37:50.603Z,br_headful_user,browser,goto,collections,/collections,каталог карт,False,True,False,,200,ok,787,615,703,149836,2,0,0,,,,
2026-07-30T21:37:57.959Z,br_headful_user,browser,goto,feed,/feed,соцраздел,False,True,False,,200,login_wall,802,655,713,32052,48,0,0,,,,
2026-07-30T21:38:05.853Z,br_headful_user,browser,goto,rating,/rating,соцраздел,False,True,False,,200,ok,485,311,398,169031,4,0,0,,,,
2026-07-30T21:38:13.056Z,br_headful_user,browser,goto,clubs,/clubs,соцраздел,False,True,False,,200,ok,661,510,588,76040,29,0,0,,,,
2026-07-30T21:38:20.198Z,br_headful_user,browser,goto,alliances,/alliances,соцраздел,True,True,False,,200,ok,629,459,542,53800,1,0,0,,,,
2026-07-30T21:38:28.345Z,br_headful_user,browser,goto,quiz,/quiz,игровое,True,True,False,,200,ok,2556,2374,2473,226978,1,0,0,,,,
2026-07-30T21:38:36.449Z,br_headful_user,browser,goto,battle,/battle,игровое,True,True,False,,200,ok,657,506,573,65202,13,0,0,,,,
2026-07-30T21:38:42.251Z,br_headful_user,browser,goto,mine,/mine,игровое,True,True,False,,200,ok,2284,264,2192,16171,2,0,0,,,,
2026-07-30T21:38:50.527Z,br_headful_user,browser,goto,ascension,/ascension,игровое,True,True,False,,200,ok,642,459,554,157188,0,0,0,,,,
2026-07-30T21:38:57.045Z,br_headful_user,browser,goto,animators,/animators,игровое,True,True,False,,200,login_wall,626,471,542,49463,2,0,0,,,,
2026-07-30T21:39:05.248Z,br_headful_user,browser,goto,home,/,контент,True,True,False,,200,ok,929,485,840,217530,2,0,0,,,,
2026-07-30T21:39:07.616Z,br_headful_user,browser,reload,home,/,контент,True,True,False,,200,ok,579,373,508,217714,179,0,0,,,,
2026-07-30T21:39:18.309Z,br_headful_user,browser,goto,manga_catalog,/manga,контент,True,True,False,,200,ok,821,669,741,135061,87,0,0,,,,
2026-07-30T21:39:23.709Z,br_headful_user,browser,goto,updates,/updates,контент,True,True,False,,200,ok,594,436,506,62195,2,0,0,,,,
2026-07-30T21:39:30.639Z,br_headful_user,browser,goto,types_manga_2025,/types/manga/2025,контент,True,True,False,,200,ok,680,516,593,58613,2,0,0,,,,
2026-07-30T21:39:39.328Z,br_headful_user,browser,goto,types_manxva,/types/manxva,контент,True,True,False,,200,ok,660,498,571,55275,1,0,0,,,,
2026-07-30T21:39:45.796Z,br_headful_user,browser,goto,faq,/faq,статика,True,True,False,,200,login_wall,580,435,491,33278,2,0,0,,,,
2026-07-30T21:39:55.020Z,br_headful_user,browser,goto,terms,/terms,статика,True,True,False,,200,ok,596,438,510,61196,1,0,0,,,,
2026-07-30T21:40:01.074Z,br_headful_user,browser,goto,robots_txt,/robots.txt,контроль,True,True,False,,200,ok,339,240,252,596,1,0,0,,,,
2026-07-30T21:40:07.580Z,br_headful_user,browser,goto,not_found,/__baryga_probe_404__,контроль,True,True,False,,404,not_found,371,270,283,1510,0,1,1,,,,
2026-07-30T21:41:21.791Z,br_click_user,browser,click,click__trades_offers,/trades/offers,клики,True,True,True,,200,login_wall,1250,339,400,33136,14,0,0,,,вкладка исходящих,
2026-07-30T21:41:28.064Z,br_click_user,browser,click,click__trades_history,/trades/history,клики,True,True,True,,200,login_wall,1157,538,592,51986,3,0,0,,,вкладка истории,
2026-07-30T21:41:32.972Z,br_click_user,browser,click,click__trades,/trades,клики,True,True,True,,200,login_wall,1350,496,557,36168,3,0,0,,,возврат на входящие,
2026-07-30T21:41:38.982Z,br_click_user,browser,click,click__feed,/feed,клики,True,True,True,,200,login_wall,1419,525,567,32387,3,0,0,,,шапка (подменю) → лента,
2026-07-30T21:41:50.283Z,br_click_user,browser,click,click__market,/market,клики,True,True,True,,200,login_wall,1443,525,594,64947,3,0,0,,,шапка (подменю) → площадка,
2026-07-30T21:42:00.498Z,br_click_user,browser,click,click__clubs,/clubs,клики,True,True,True,,200,ok,1506,552,656,76375,3,0,0,,,шапка (подменю) → клубы,
2026-07-30T21:42:11.581Z,br_click_user,browser,click,click__battle,/battle,клики,True,True,True,,200,login_wall,1588,541,619,65201,3,0,0,,,шапка (подменю) → бои,
2026-07-30T21:42:22.897Z,br_click_user,browser,click,click__quiz,/quiz,клики,True,True,True,,200,ok,2966,2239,2331,190464,3,0,0,,,шапка (подменю) → квиз,
