ts,lane,transport,nav,page,path,cat,robots,authUsed,headless,method,status,class,ms,ttfb,domMs,bytes,subFailed,httpErrors,consoleErrors,retryAfter,redirect,note,err
2026-07-30T19:35:17.742Z,http_user_slow,http,,collections,/collections,каталог карт,False,True,,,200,login_wall,782,,,148493,,,,,,,
2026-07-30T19:35:25.025Z,http_user_slow,http,,feed,/feed,соцраздел,False,True,,,200,login_wall,446,,,31928,,,,,,,
2026-07-30T19:35:31.879Z,http_user_slow,http,,rating,/rating,соцраздел,False,True,,,200,login_wall,970,,,189447,,,,,,,
2026-07-30T19:35:39.587Z,http_user_slow,http,,clubs,/clubs,соцраздел,False,True,,,200,login_wall,489,,,76318,,,,,,,
2026-07-30T19:35:45.524Z,http_user_slow,http,,alliances,/alliances,соцраздел,True,True,,,200,login_wall,470,,,53069,,,,,,,
2026-07-30T19:35:51.733Z,http_user_slow,http,,quiz,/quiz,игровое,True,True,,,200,login_wall,447,,,147929,,,,,,,
2026-07-30T19:35:58.569Z,http_user_slow,http,,battle,/battle,игровое,True,True,,,200,login_wall,477,,,67788,,,,,,,
2026-07-30T19:36:05.695Z,http_user_slow,http,,mine,/mine,игровое,True,True,,,200,ok,281,,,12168,,,,,,,
2026-07-30T19:36:13.266Z,http_user_slow,http,,ascension,/ascension,игровое,True,True,,,200,login_wall,541,,,188987,,,,,,,
2026-07-30T19:36:20.641Z,http_user_slow,http,,animators,/animators,игровое,True,True,,,200,login_wall,503,,,49636,,,,,,,
2026-07-30T19:36:28.756Z,http_user_slow,http,,home,/,контент,True,True,,,200,login_wall,505,,,196486,,,,,,,
2026-07-30T19:36:34.764Z,http_user_slow,http,,manga_catalog,/manga,контент,True,True,,,200,login_wall,570,,,89037,,,,,,,
2026-07-30T19:36:39.476Z,http_user_slow,http,,updates,/updates,контент,True,True,,,200,login_wall,452,,,61952,,,,,,,
2026-07-30T19:36:46.582Z,http_user_slow,http,,types_manga_2025,/types/manga/2025,контент,True,True,,,200,login_wall,563,,,58341,,,,,,,
2026-07-30T19:36:52.691Z,http_user_slow,http,,types_manxva,/types/manxva,контент,True,True,,,200,login_wall,507,,,53926,,,,,,,
2026-07-30T19:37:00.411Z,http_user_slow,http,,faq,/faq,статика,True,True,,,200,login_wall,436,,,33105,,,,,,,
2026-07-30T19:37:05.280Z,http_user_slow,http,,terms,/terms,статика,True,True,,,200,login_wall,438,,,61066,,,,,,,
2026-07-30T19:37:12.927Z,http_user_slow,http,,robots_txt,/robots.txt,контроль,True,True,,,200,ok,246,,,433,,,,,,,
2026-07-30T19:37:17.214Z,http_user_slow,http,,not_found,/__baryga_probe_404__,контроль,True,True,,,404,not_found,276,,,1517,,,,,,,
2026-07-30T19:38:06.479Z,http_user_fast,http,,trades_in,/trades,обмены,True,True,,,200,login_wall,1370,,,35813,,,,,,,
2026-07-30T19:38:09.942Z,http_user_fast,http,,trades_out,/trades/offers,обмены,True,True,,,200,login_wall,452,,,32754,,,,,,,
2026-07-30T19:38:11.705Z,http_user_fast,http,,trades_history,/trades/history,обмены,True,True,,,200,login_wall,473,,,51604,,,,,,,
2026-07-30T19:38:13.697Z,http_user_fast,http,,trade_detail,/trades/79211797,обмены,True,True,,,200,login_wall,451,,,36420,,,,,,,
2026-07-30T19:38:15.892Z,http_user_fast,http,,notifications,/notifications,уведомления,True,True,,,200,login_wall,451,,,33174,,,,,,,
2026-07-30T19:38:18.169Z,http_user_fast,http,,messages,/messages,уведомления,True,True,,,200,login_wall,443,,,33513,,,,,,,
2026-07-30T19:38:20.175Z,http_user_fast,http,,card_want,/cards/2530/offers/want,заявки,False,True,,,200,login_wall,483,,,74610,,,,,,,
2026-07-30T19:38:22.589Z,http_user_fast,http,,card_users,/cards/2530/users,заявки,False,True,,,200,login_wall,569,,,131649,,,,,,,
2026-07-30T19:38:25.382Z,http_user_fast,http,,my_cards,/users/1340879/cards,мои карты,False,True,,,200,login_wall,483,,,68622,,,,,,,
2026-07-30T19:38:27.779Z,http_user_fast,http,,my_profile,/users/1340879,мои карты,False,True,,,200,ok,524,,,609926,,,,,,,
2026-07-30T19:38:29.648Z,http_user_fast,http,,my_friends,/users/1340879/friends,мои карты,False,True,,,200,login_wall,452,,,35776,,,,,,,
2026-07-30T19:38:31.473Z,http_user_fast,http,,settings,/settings,аккаунт,True,True,,,200,login_wall,451,,,49138,,,,,,,
2026-07-30T19:38:33.339Z,http_user_fast,http,,balance,/balance,аккаунт,True,True,,,200,login_wall,467,,,77929,,,,,,,
2026-07-30T19:38:35.344Z,http_user_fast,http,,cards_catalog,/cards,каталог карт,False,True,,,200,login_wall,551,,,96554,,,,,,,
2026-07-30T19:38:37.175Z,http_user_fast,http,,cards_remelt,/cards/remelt,каталог карт,False,True,,,200,login_wall,447,,,40378,,,,,,,
2026-07-30T19:38:40.025Z,http_user_fast,http,,cards_upgrade,/cards/upgrade,каталог карт,False,True,,,200,login_wall,501,,,39962,,,,,,,
2026-07-30T19:38:42.473Z,http_user_fast,http,,cards_frame,/cards/frame,каталог карт,False,True,,,200,login_wall,456,,,60377,,,,,,,
2026-07-30T19:38:44.625Z,http_user_fast,http,,market,/market,каталог карт,False,True,,,200,login_wall,472,,,65823,,,,,,,
2026-07-30T19:38:46.666Z,http_user_fast,http,,auctions,/auctions,каталог карт,True,True,,,200,login_wall,460,,,89576,,,,,,,
2026-07-30T19:38:48.765Z,http_user_fast,http,,decks,/decks,каталог карт,False,True,,,200,login_wall,463,,,70780,,,,,,,
2026-07-30T19:38:51.225Z,http_user_fast,http,,collections,/collections,каталог карт,False,True,,,200,login_wall,777,,,148493,,,,,,,
2026-07-30T19:38:54.057Z,http_user_fast,http,,feed,/feed,соцраздел,False,True,,,200,login_wall,449,,,31928,,,,,,,
2026-07-30T19:38:56.819Z,http_user_fast,http,,rating,/rating,соцраздел,False,True,,,200,login_wall,493,,,190264,,,,,,,
2026-07-30T19:38:59.700Z,http_user_fast,http,,clubs,/clubs,соцраздел,False,True,,,200,login_wall,498,,,76318,,,,,,,
2026-07-30T19:39:02.331Z,http_user_fast,http,,alliances,/alliances,соцраздел,True,True,,,200,login_wall,468,,,53069,,,,,,,
2026-07-30T19:39:04.217Z,http_user_fast,http,,quiz,/quiz,игровое,True,True,,,200,login_wall,479,,,159340,,,,,,,
2026-07-30T19:39:06.080Z,http_user_fast,http,,battle,/battle,игровое,True,True,,,200,login_wall,481,,,67788,,,,,,,
2026-07-30T19:39:07.781Z,http_user_fast,http,,mine,/mine,игровое,True,True,,,200,ok,286,,,12168,,,,,,,
2026-07-30T19:39:09.486Z,http_user_fast,http,,ascension,/ascension,игровое,True,True,,,200,login_wall,476,,,188987,,,,,,,
2026-07-30T19:39:12.058Z,http_user_fast,http,,animators,/animators,игровое,True,True,,,200,login_wall,498,,,49636,,,,,,,
2026-07-30T19:39:13.837Z,http_user_fast,http,,home,/,контент,True,True,,,200,login_wall,540,,,196479,,,,,,,
2026-07-30T19:39:16.192Z,http_user_fast,http,,manga_catalog,/manga,контент,True,True,,,200,login_wall,560,,,89037,,,,,,,
2026-07-30T19:39:18.385Z,http_user_fast,http,,updates,/updates,контент,True,True,,,200,login_wall,457,,,61952,,,,,,,
2026-07-30T19:39:21.097Z,http_user_fast,http,,types_manga_2025,/types/manga/2025,контент,True,True,,,200,login_wall,543,,,58341,,,,,,,
2026-07-30T19:39:23.719Z,http_user_fast,http,,types_manxva,/types/manxva,контент,True,True,,,200,login_wall,536,,,53926,,,,,,,
2026-07-30T19:39:26.227Z,http_user_fast,http,,faq,/faq,статика,True,True,,,200,login_wall,446,,,33105,,,,,,,
2026-07-30T19:39:28.859Z,http_user_fast,http,,terms,/terms,статика,True,True,,,200,login_wall,462,,,61066,,,,,,,
2026-07-30T19:39:30.926Z,http_user_fast,http,,robots_txt,/robots.txt,контроль,True,True,,,200,ok,245,,,433,,,,,,,
2026-07-30T19:39:32.550Z,http_user_fast,http,,not_found,/__baryga_probe_404__,контроль,True,True,,,404,not_found,281,,,1517,,,,,,,
2026-07-30T19:40:19.714Z,http_bot,http,,trades_in,/trades,обмены,True,True,,,200,login_wall,2086,,,35813,,,,,,,
2026-07-30T19:40:23.073Z,http_bot,http,,trades_out,/trades/offers,обмены,True,True,,,200,login_wall,434,,,32754,,,,,,,
2026-07-30T19:40:25.050Z,http_bot,http,,trades_history,/trades/history,обмены,True,True,,,200,login_wall,457,,,51604,,,,,,,
2026-07-30T19:40:27.108Z,http_bot,http,,trade_detail,/trades/79211797,обмены,True,True,,,200,login_wall,435,,,36420,,,,,,,
2026-07-30T19:40:28.828Z,http_bot,http,,notifications,/notifications,уведомления,True,True,,,200,login_wall,431,,,33174,,,,,,,
2026-07-30T19:40:30.240Z,http_bot,http,,messages,/messages,уведомления,True,True,,,200,login_wall,431,,,33513,,,,,,,
2026-07-30T19:40:31.767Z,http_bot,http,,card_want,/cards/2530/offers/want,заявки,False,True,,,200,login_wall,448,,,74523,,,,,,,
2026-07-30T19:40:33.327Z,http_bot,http,,card_users,/cards/2530/users,заявки,False,True,,,200,login_wall,617,,,131553,,,,,,,
2026-07-30T19:40:35.007Z,http_bot,http,,my_cards,/users/1340879/cards,мои карты,False,True,,,200,login_wall,464,,,68622,,,,,,,
2026-07-30T19:40:36.837Z,http_bot,http,,my_profile,/users/1340879,мои карты,False,True,,,200,ok,505,,,609924,,,,,,,
2026-07-30T19:40:38.270Z,http_bot,http,,my_friends,/users/1340879/friends,мои карты,False,True,,,200,login_wall,435,,,35776,,,,,,,
2026-07-30T19:40:39.936Z,http_bot,http,,settings,/settings,аккаунт,True,True,,,200,login_wall,432,,,49138,,,,,,,
2026-07-30T19:40:41.388Z,http_bot,http,,balance,/balance,аккаунт,True,True,,,200,login_wall,430,,,77929,,,,,,,
2026-07-30T19:40:42.922Z,http_bot,http,,cards_catalog,/cards,каталог карт,False,True,,,200,login_wall,520,,,96552,,,,,,,
2026-07-30T19:40:44.777Z,http_bot,http,,cards_remelt,/cards/remelt,каталог карт,False,True,,,200,login_wall,437,,,40378,,,,,,,
2026-07-30T19:40:46.669Z,http_bot,http,,cards_upgrade,/cards/upgrade,каталог карт,False,True,,,200,login_wall,442,,,39962,,,,,,,
2026-07-30T19:40:48.124Z,http_bot,http,,cards_frame,/cards/frame,каталог карт,False,True,,,200,login_wall,432,,,60377,,,,,,,
2026-07-30T19:40:49.448Z,http_bot,http,,market,/market,каталог карт,False,True,,,200,login_wall,440,,,65824,,,,,,,
2026-07-30T19:40:50.890Z,http_bot,http,,auctions,/auctions,каталог карт,True,True,,,200,login_wall,467,,,91247,,,,,,,
2026-07-30T19:40:52.827Z,http_bot,http,,decks,/decks,каталог карт,False,True,,,200,login_wall,439,,,70780,,,,,,,
2026-07-30T19:40:54.441Z,http_bot,http,,collections,/collections,каталог карт,False,True,,,200,login_wall,791,,,148493,,,,,,,
2026-07-30T19:40:56.679Z,http_bot,http,,feed,/feed,соцраздел,False,True,,,200,login_wall,438,,,31928,,,,,,,
2026-07-30T19:40:57.914Z,http_bot,http,,rating,/rating,соцраздел,False,True,,,200,login_wall,459,,,190262,,,,,,,
2026-07-30T19:40:59.685Z,http_bot,http,,clubs,/clubs,соцраздел,False,True,,,200,login_wall,453,,,76318,,,,,,,
2026-07-30T19:41:01.023Z,http_bot,http,,alliances,/alliances,соцраздел,True,True,,,200,login_wall,450,,,53069,,,,,,,
2026-07-30T19:41:03.050Z,http_bot,http,,quiz,/quiz,игровое,True,True,,,200,login_wall,2076,,,207809,,,,,,,
2026-07-30T19:41:06.007Z,http_bot,http,,battle,/battle,игровое,True,True,,,200,login_wall,449,,,67788,,,,,,,
2026-07-30T19:41:07.478Z,http_bot,http,,mine,/mine,игровое,True,True,,,200,ok,258,,,12168,,,,,,,
2026-07-30T19:41:08.872Z,http_bot,http,,ascension,/ascension,игровое,True,True,,,200,login_wall,446,,,188987,,,,,,,
2026-07-30T19:41:10.200Z,http_bot,http,,animators,/animators,игровое,True,True,,,200,login_wall,472,,,49636,,,,,,,
2026-07-30T19:41:11.999Z,http_bot,http,,home,/,контент,True,True,,,200,login_wall,530,,,196474,,,,,,,
2026-07-30T19:41:14.119Z,http_bot,http,,manga_catalog,/manga,контент,True,True,,,200,login_wall,530,,,89037,,,,,,,
2026-07-30T19:41:15.551Z,http_bot,http,,updates,/updates,контент,True,True,,,200,login_wall,628,,,61952,,,,,,,
2026-07-30T19:41:17.285Z,http_bot,http,,types_manga_2025,/types/manga/2025,контент,True,True,,,200,login_wall,589,,,58341,,,,,,,
2026-07-30T19:41:19.240Z,http_bot,http,,types_manxva,/types/manxva,контент,True,True,,,200,login_wall,482,,,53926,,,,,,,
2026-07-30T19:41:21.345Z,http_bot,http,,faq,/faq,статика,True,True,,,0,local_sleep_artifact,37041,,,0,,,,,,ноутбук спал во время запроса (подтверждено pmset),TimeoutError: The operation was aborted due to timeout
2026-07-30T19:41:59.321Z,http_bot,http,,terms,/terms,статика,True,True,,,0,local_sleep_artifact,10069,,,0,,,,,,ноутбук спал во время запроса (подтверждено pmset),TypeError: fetch failed
2026-07-30T19:42:10.310Z,http_bot,http,,robots_txt,/robots.txt,контроль,True,True,,,200,ok,1055,,,433,,,,,,,
2026-07-30T19:42:12.495Z,http_bot,http,,not_found,/__baryga_probe_404__,контроль,True,True,,,404,not_found,278,,,1517,,,,,,,
2026-07-30T19:45:11.986Z,br_headless_user,browser,goto,trades_in,/trades,обмены,True,True,True,,200,login_wall,5614,1973,5565,36176,0,0,0,,,,
2026-07-30T19:46:15.523Z,br_headless_user,browser,reload,trades_in,/trades,обмены,True,True,True,,200,login_wall,673,462,586,36176,14,0,0,,,,
2026-07-30T19:46:27.455Z,br_headless_user,browser,goto,trades_out,/trades/offers,обмены,True,True,True,,200,login_wall,610,456,521,33144,1,0,0,,,,
2026-07-30T19:46:29.487Z,br_headless_user,browser,reload,trades_out,/trades/offers,обмены,True,True,True,,200,login_wall,1056,905,971,32147,2,0,0,,,,
2026-07-30T19:46:41.036Z,br_headless_user,browser,goto,trades_history,/trades/history,обмены,True,True,True,,200,login_wall,617,474,544,51825,1,0,0,,,,
2026-07-30T19:46:47.716Z,br_headless_user,browser,goto,trade_detail,/trades/79211797,обмены,True,True,True,,200,login_wall,609,458,522,36181,1,0,0,,,,
2026-07-30T19:46:53.452Z,br_headless_user,browser,goto,notifications,/notifications,уведомления,True,True,True,,200,login_wall,608,457,522,34503,2,0,0,,,,
2026-07-30T19:46:55.675Z,br_headless_user,browser,reload,notifications,/notifications,уведомления,True,True,True,,200,login_wall,580,452,495,33675,2,0,0,,,,
2026-07-30T19:47:04.298Z,br_headless_user,browser,goto,messages,/messages,уведомления,True,True,True,,200,login_wall,606,456,519,33781,1,0,0,,,,
2026-07-30T19:47:09.231Z,br_headless_user,browser,goto,card_want,/cards/2530/offers/want,заявки,False,True,True,,200,ok,634,472,547,74770,2,0,0,,,,
2026-07-30T19:47:18.337Z,br_headless_user,browser,goto,card_users,/cards/2530/users,заявки,False,True,True,,200,ok,786,593,699,130433,1,0,0,,,,
2026-07-30T19:47:26.526Z,br_headless_user,browser,goto,my_cards,/users/1340879/cards,мои карты,False,True,True,,200,ok,634,478,544,64597,1,0,0,,,,
2026-07-30T19:47:28.355Z,br_headless_user,browser,reload,my_cards,/users/1340879/cards,мои карты,False,True,True,,200,ok,450,299,366,63856,2,0,0,,,,
2026-07-30T19:47:37.330Z,br_headless_user,browser,goto,my_profile,/users/1340879,мои карты,False,True,True,,200,ok,1964,519,1879,614135,1,0,0,,,,
2026-07-30T19:47:47.064Z,br_headless_user,browser,goto,my_friends,/users/1340879/friends,мои карты,False,True,True,,200,login_wall,627,471,540,36162,1,0,0,,,,
2026-07-30T19:47:54.513Z,br_headless_user,browser,goto,settings,/settings,аккаунт,True,True,True,,200,login_wall,620,457,530,53154,1,0,0,,,,
2026-07-30T19:48:01.011Z,br_headless_user,browser,goto,balance,/balance,аккаунт,True,True,True,,200,ok,630,468,542,78190,2,0,0,,,,
2026-07-30T19:48:08.457Z,br_headless_user,browser,goto,cards_catalog,/cards,каталог карт,False,True,True,,200,ok,704,546,615,103161,2,0,0,,,,
2026-07-30T19:48:10.864Z,br_headless_user,browser,reload,cards_catalog,/cards,каталог карт,False,True,True,,200,ok,568,426,490,102415,22,0,0,,,,
2026-07-30T19:48:21.164Z,br_headless_user,browser,goto,cards_remelt,/cards/remelt,каталог карт,False,True,True,,200,login_wall,627,469,541,39615,1,0,0,,,,
2026-07-30T19:48:29.785Z,br_headless_user,browser,goto,cards_upgrade,/cards/upgrade,каталог карт,False,True,True,,200,login_wall,608,452,519,38993,1,0,0,,,,
2026-07-30T19:48:36.727Z,br_headless_user,browser,goto,cards_frame,/cards/frame,каталог карт,False,True,True,,200,ok,621,466,530,54192,1,0,0,,,,
2026-07-30T19:48:41.948Z,br_headless_user,browser,goto,market,/market,каталог карт,False,True,True,,200,ok,617,463,530,64657,2,0,0,,,,
2026-07-30T19:48:49.318Z,br_headless_user,browser,goto,auctions,/auctions,каталог карт,True,True,True,,200,ok,540,377,450,90543,1,0,0,,,,
2026-07-30T19:48:57.666Z,br_headless_user,browser,goto,decks,/decks,каталог карт,False,True,True,,200,ok,632,472,545,65841,1,0,0,,,,
2026-07-30T19:49:05.409Z,br_headless_user,browser,goto,collections,/collections,каталог карт,False,True,True,,200,ok,913,736,824,150158,1,0,0,,,,
2026-07-30T19:49:11.778Z,br_headless_user,browser,goto,feed,/feed,соцраздел,False,True,True,,200,login_wall,1049,917,971,32225,76,0,0,,,,
2026-07-30T19:49:17.790Z,br_headless_user,browser,goto,rating,/rating,соцраздел,False,True,True,,200,ok,498,298,406,183716,45,0,0,,,,
2026-07-30T19:49:23.792Z,br_headless_user,browser,goto,clubs,/clubs,соцраздел,False,True,True,,200,ok,1567,1389,1482,76237,78,0,0,,,,
2026-07-30T19:49:31.629Z,br_headless_user,browser,goto,alliances,/alliances,соцраздел,True,True,True,,200,ok,642,467,553,54135,1,0,0,,,,
2026-07-30T19:49:38.384Z,br_headless_user,browser,goto,quiz,/quiz,игровое,True,True,True,,200,ok,648,466,560,206267,1,0,0,,,,
2026-07-30T19:49:45.892Z,br_headless_user,browser,goto,battle,/battle,игровое,True,True,True,,200,ok,480,313,392,65375,1,0,0,,,,
2026-07-30T19:49:51.913Z,br_headless_user,browser,goto,mine,/mine,игровое,True,True,True,,200,ok,6963,265,6875,16058,2,0,0,,,,
2026-07-30T19:50:04.965Z,br_headless_user,browser,goto,ascension,/ascension,игровое,True,True,True,,200,ok,663,474,577,157020,0,0,0,,,,
2026-07-30T19:50:12.892Z,br_headless_user,browser,goto,animators,/animators,игровое,True,True,True,,200,login_wall,659,493,567,49637,1,0,0,,,,
2026-07-30T19:50:21.528Z,br_headless_user,browser,goto,home,/,контент,True,True,True,,200,ok,804,418,717,223842,2,0,0,,,,
2026-07-30T19:50:24.272Z,br_headless_user,browser,reload,home,/,контент,True,True,True,,200,ok,789,585,707,223850,141,0,0,,,,
2026-07-30T19:50:37.724Z,br_headless_user,browser,goto,manga_catalog,/manga,контент,True,True,True,,200,ok,2898,1393,2839,134408,18,0,0,,,,
2026-07-30T19:50:45.851Z,br_headless_user,browser,goto,updates,/updates,контент,True,True,True,,200,ok,626,466,537,62370,2,0,0,,,,
2026-07-30T19:50:53.957Z,br_headless_user,browser,goto,types_manga_2025,/types/manga/2025,контент,True,True,True,,200,ok,709,543,620,58639,1,0,0,,,,
2026-07-30T19:51:00.124Z,br_headless_user,browser,goto,types_manxva,/types/manxva,контент,True,True,True,,200,ok,659,500,570,55449,2,0,0,,,,
2026-07-30T19:51:08.679Z,br_headless_user,browser,goto,faq,/faq,статика,True,True,True,,200,login_wall,610,462,523,33453,1,0,0,,,,
2026-07-30T19:51:14.124Z,br_headless_user,browser,goto,terms,/terms,статика,True,True,True,,200,ok,618,456,529,61370,2,0,0,,,,
2026-07-30T19:51:20.578Z,br_headless_user,browser,goto,robots_txt,/robots.txt,контроль,True,True,True,,200,ok,411,300,320,596,1,0,0,,,,
2026-07-30T19:51:27.546Z,br_headless_user,browser,goto,not_found,/__baryga_probe_404__,контроль,True,True,True,,404,not_found,384,284,295,1510,0,1,1,,,,
2026-07-30T19:52:37.467Z,br_headless_bot,browser,goto,trades_in,/trades,обмены,True,True,True,,200,login_wall,5097,1685,5036,34353,0,0,0,,,,
2026-07-30T19:52:42.595Z,br_headless_bot,browser,reload,trades_in,/trades,обмены,True,True,True,,200,login_wall,428,303,377,34353,5,0,0,,,,
2026-07-30T19:52:44.922Z,br_headless_bot,browser,goto,trades_out,/trades/offers,обмены,True,True,True,,200,login_wall,605,458,518,33144,12,0,0,,,,
2026-07-30T19:52:45.566Z,br_headless_bot,browser,reload,trades_out,/trades/offers,обмены,True,True,True,,200,login_wall,560,450,506,33144,12,0,0,,,,
2026-07-30T19:52:47.603Z,br_headless_bot,browser,goto,trades_history,/trades/history,обмены,True,True,True,,200,login_wall,636,481,547,51651,3,0,0,,,,
2026-07-30T19:52:49.370Z,br_headless_bot,browser,goto,trade_detail,/trades/79211797,обмены,True,True,True,,200,login_wall,881,736,797,36007,28,0,0,,,,
2026-07-30T19:52:51.158Z,br_headless_bot,browser,goto,notifications,/notifications,уведомления,True,True,True,,200,login_wall,478,332,391,34329,4,0,0,,,,
2026-07-30T19:52:51.672Z,br_headless_bot,browser,reload,notifications,/notifications,уведомления,True,True,True,,200,login_wall,407,313,356,33675,3,0,0,,,,
2026-07-30T19:52:54.165Z,br_headless_bot,browser,goto,messages,/messages,уведомления,True,True,True,,200,login_wall,590,455,515,33607,3,0,0,,,,
2026-07-30T19:52:55.680Z,br_headless_bot,browser,goto,card_want,/cards/2530/offers/want,заявки,False,True,True,,200,ok,631,477,544,74624,3,0,0,,,,
2026-07-30T19:52:56.980Z,br_headless_bot,browser,goto,card_users,/cards/2530/users,заявки,False,True,True,,200,ok,799,638,713,129971,39,0,0,,,,
2026-07-30T19:52:58.655Z,br_headless_bot,browser,goto,my_cards,/users/1340879/cards,мои карты,False,True,True,,200,ok,2012,1881,1934,64423,66,0,0,,,,
2026-07-30T19:53:00.697Z,br_headless_bot,browser,reload,my_cards,/users/1340879/cards,мои карты,False,True,True,,200,ok,1011,893,956,63769,17,0,0,,,,
2026-07-30T19:53:03.092Z,br_headless_bot,browser,goto,my_profile,/users/1340879,мои карты,False,True,True,,200,ok,1002,375,948,613961,2,0,0,,,,
2026-07-30T19:53:05.058Z,br_headless_bot,browser,goto,my_friends,/users/1340879/friends,мои карты,False,True,True,,200,login_wall,423,295,339,35988,2,0,0,,,,
2026-07-30T19:53:06.279Z,br_headless_bot,browser,goto,settings,/settings,аккаунт,True,True,True,,200,login_wall,457,305,375,52980,3,0,0,,,,
2026-07-30T19:53:07.810Z,br_headless_bot,browser,goto,balance,/balance,аккаунт,True,True,True,,200,ok,627,473,542,78016,2,0,0,,,,
2026-07-30T19:53:09.330Z,br_headless_bot,browser,goto,cards_catalog,/cards,каталог карт,False,True,True,,200,ok,567,414,483,102935,2,0,0,,,,
2026-07-30T19:53:09.935Z,br_headless_bot,browser,reload,cards_catalog,/cards,каталог карт,False,True,True,,200,ok,2248,1300,2196,102281,27,0,0,,,,
2026-07-30T19:53:14.149Z,br_headless_bot,browser,goto,cards_remelt,/cards/remelt,каталог карт,False,True,True,,200,login_wall,1220,1075,1135,39441,18,0,0,,,,
2026-07-30T19:53:16.366Z,br_headless_bot,browser,goto,cards_upgrade,/cards/upgrade,каталог карт,False,True,True,,200,login_wall,485,334,395,38819,3,0,0,,,,
2026-07-30T19:53:17.471Z,br_headless_bot,browser,goto,cards_frame,/cards/frame,каталог карт,False,True,True,,200,ok,472,309,372,54018,2,0,0,,,,
2026-07-30T19:53:18.845Z,br_headless_bot,browser,goto,market,/market,каталог карт,False,True,True,,200,ok,460,304,374,64477,11,2,2,,,,
2026-07-30T19:53:19.939Z,br_headless_bot,browser,goto,auctions,/auctions,каталог карт,True,True,True,,200,ok,491,344,415,97979,14,0,0,,,,
2026-07-30T19:53:21.593Z,br_headless_bot,browser,goto,decks,/decks,каталог карт,False,True,True,,200,ok,809,655,727,65467,2,0,0,,,,
2026-07-30T19:53:23.136Z,br_headless_bot,browser,goto,collections,/collections,каталог карт,False,True,True,,200,ok,1745,822,1658,149182,20,0,0,,,,
2026-07-30T19:53:25.748Z,br_headless_bot,browser,goto,feed,/feed,соцраздел,False,True,True,,200,login_wall,975,855,902,32052,123,0,0,,,,
2026-07-30T19:53:27.431Z,br_headless_bot,browser,goto,rating,/rating,соцраздел,False,True,True,,200,ok,555,401,470,157071,3,0,0,,,,
2026-07-30T19:53:29.172Z,br_headless_bot,browser,goto,clubs,/clubs,соцраздел,False,True,True,,200,ok,1550,1386,1466,76062,73,0,0,,,,
2026-07-30T19:53:31.498Z,br_headless_bot,browser,goto,alliances,/alliances,соцраздел,True,True,True,,200,ok,806,637,718,53800,27,0,0,,,,
2026-07-30T19:53:33.392Z,br_headless_bot,browser,goto,quiz,/quiz,игровое,True,True,True,,200,ok,2318,2142,2233,179495,13,0,0,,,,
2026-07-30T19:53:36.735Z,br_headless_bot,browser,goto,battle,/battle,игровое,True,True,True,,200,ok,690,549,623,65202,25,0,0,,,,
2026-07-30T19:53:38.076Z,br_headless_bot,browser,goto,mine,/mine,игровое,True,True,True,,200,ok,6905,477,6822,16058,5,0,0,,,,
2026-07-30T19:53:45.696Z,br_headless_bot,browser,goto,ascension,/ascension,игровое,True,True,True,,200,ok,437,307,382,156847,0,0,0,,,,
2026-07-30T19:53:46.793Z,br_headless_bot,browser,goto,animators,/animators,игровое,True,True,True,,200,login_wall,981,882,925,49462,11,0,0,,,,
2026-07-30T19:53:48.583Z,br_headless_bot,browser,goto,home,/,контент,True,True,True,,200,ok,1265,722,1182,223842,3,0,0,,,,
2026-07-30T19:53:49.883Z,br_headless_bot,browser,reload,home,/,контент,True,True,True,,200,ok,921,728,860,223842,178,0,0,,,,
2026-07-30T19:53:52.860Z,br_headless_bot,browser,goto,manga_catalog,/manga,контент,True,True,True,,200,ok,1631,924,1546,134408,130,0,0,,,,
2026-07-30T19:53:55.474Z,br_headless_bot,browser,goto,updates,/updates,контент,True,True,True,,200,ok,445,295,360,62196,2,0,0,,,,
2026-07-30T19:53:56.907Z,br_headless_bot,browser,goto,types_manga_2025,/types/manga/2025,контент,True,True,True,,200,ok,547,394,461,58808,2,0,0,,,,
2026-07-30T19:53:58.603Z,br_headless_bot,browser,goto,types_manxva,/types/manxva,контент,True,True,True,,200,ok,624,471,537,55275,15,0,0,,,,
2026-07-30T19:54:00.325Z,br_headless_bot,browser,goto,faq,/faq,статика,True,True,True,,200,login_wall,461,318,379,33279,2,0,0,,,,
2026-07-30T19:54:01.941Z,br_headless_bot,browser,goto,terms,/terms,статика,True,True,True,,200,ok,470,316,391,61196,3,0,0,,,,
2026-07-30T19:54:03.368Z,br_headless_bot,browser,goto,robots_txt,/robots.txt,контроль,True,True,True,,200,ok,337,239,255,596,2,0,0,,,,
2026-07-30T19:54:04.844Z,br_headless_bot,browser,goto,not_found,/__baryga_probe_404__,контроль,True,True,True,,404,not_found,383,287,299,1510,0,1,1,,,,
2026-07-30T19:55:07.544Z,br_headful_user,browser,goto,trades_in,/trades,обмены,True,True,False,,200,login_wall,10909,6010,10848,36176,0,0,0,,,,
2026-07-30T19:55:19.712Z,br_headful_user,browser,reload,trades_in,/trades,обмены,True,True,False,,200,login_wall,457,294,391,35179,4,0,0,,,,
2026-07-30T19:55:32.671Z,br_headful_user,browser,goto,trades_out,/trades/offers,обмены,True,True,False,,200,login_wall,600,447,512,32801,1,0,0,,,,
